,label,tweet,clean_teks
1655,2,"Pekerjaan tdk boleh mengganggu hobi, hobi tdk blh merugikan pekerjaan..mari berolahraga tweeps [USERNAME] [USERNAME] [URL]",kerja ganggu hobi hobi rugi pekerjaanmari olahraga tweeps url
1656,3,"Persahabatan kami selalu indah Jika salah saling mengingatkan , jika benar selalu di dukung, namun bila salah satu jatuh kami saling menertawakan",sahabat indah salah dukung salah jatuh tertawa
1657,4,"Baca thread fangirl mahasiswa anti kupu2 tuh rasanya..... ah sudahlah, w udah bukan mahasiswa lagi :) .. gila emang, melawan diri sendiri itu buat gw susah bgt",baca thread fangirl mahasiswa anti kupu tuh ah mahasiswa gila lawan susah
1658,2,"Be thankful for everything that happens in my life so far, its all an experience. . Iya captionnya gak nyambung sama fotonya, cuma sekedar berekspresi aja kok haha. . . . #waterfalls",be thankful that happens in my life far its all an experience iya captionnya nyambung foto dar ekspres haha waterfalls
1659,2,Cita-cita Kecil: petani Lulus SD: dokter/apoteker Lulus SMP: perawat/psikiater/fashion desaigner Lulus SMA: ahli gizi/desainer interior/ahli desain grafis. Lulus kuliah: semua cita cita terkabul,citacita tani lulus sd dokterapoteker lulus smp perawatpsikiaterfashion desaigner lulus sma ahli gizidesainer interiorahli desain grafis lulus kuliah cita cita kabul
1660,0,"[USERNAME] [USERNAME] Hadeuh ribut aja soal Islam Nusantara ( = INDONESIA ) !! kan menurut mereka dikenal ramah oleh dunia luar gitu lho, istilah zmn now masa kagak ngerti cui ... Wlupun kenyataannya suka berlku tak adil pd yg mnritas di neg. ini, sadar nggak",hadeuh ribut islam nusantara indonesia kenal ramah dunia lho istilah zmn ngerti cui wlupun nyata suka berlku adil mnritas neg sadar
1661,2,"Selepas Munas KAHMI kemarin kami PKMD [USERNAME] sempat menikmati Kopi Kok Tong, mantab rasanya Kanda. Sehat dan sukses terus kanda.. Barakallah [URL]",lepas munas kahmi kemarin pkmd nikmat kopi tong mantap kanda sehat sukses kanda barakallah url
1662,0,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Emang kmu dah bener? Emang kamun PINTAR? Emang pendidikan kamu S3 dri Amrik dg nilai ok? Emang kamu ornah jadi rektor OT? Emang kontribusi kmu terhadp negara sdh banyak? dan kalau semua jwbnnya TIDAK!,kamun pintar didik s amrik nilai oke ornah rektor ot kontribusi terhadp negara jwbnnya
1663,2,"Sambil duduk di dekat jendela, dg pemandangan pasar yang ramai di depan dan suasana sejuk dg suhu 23c menambah kenikmatan pagi ini di kampung halaman. Alhamdulillah..... [URL]",duduk jendela pandang pasar ramai suasana sejuk suhu c tambah nikmat pagi kampung halaman alhamdulillah url
1664,2,[USERNAME] Wkwkw keknya iya deh. Aku baru inget kalo sepupu-sepupuku nyambung atau seru ngobrolnya soalnya sama pasarannya. Kalo sm aku biasa aja hahaha. Oiyaaa WR Supratman.,wkwkw kayak iya deh sepupusepupuku nyambung seru ngobrolnya pasar hahaha oiyaaa wr supratman
1665,1,Semoga semua anak di thailand itu bisa selamat yahhh Ini kalo dibuat dokumenter asliii bikin merinding Baca thread2 orang aja merinding2 akuny,moga anak thailand selamat yahhh dokumenter asliii bikin merinding baca thread orang merinding akuny
1666,0,"[USERNAME] Jangankan #TGB, jika #HRS atau #SBY bahkan #PmarahanArab sekalipun, kalau merapat ke [USERNAME], gak akan saya dengar seruannya. Indonesia butuh pemimpin kredibel dan Jokowi tak kredibel... #AkuGppKok",tgb sby pmarahanarab rapat dengar seru indonesia butuh pimpin kredibel jokowi kredibel akugppkok
1667,2,"Briefing . Meeting dgn tim TBR persiapan Hijab Expo di Kota terCinta . Otw bandara, sosialisasi di concordia dan t/g lounge . Meeting dgn SR se Kotata' . Karebosi time . Padat sih, tp menyenangkan... Sesuai dgn materi briefing pagi ini ""Happy Work Happy Life"" #tsahhhh",briefing meeting tim tbr siap hijab expo kota cinta jalan bandara sosialisasi concordia tg lounge meeting sr kotata karebosi padat sih senang sesuai materi briefing pagi senang senang life tsahhhh
1668,2,"Semoga secangkir Toraja bisa menjadi teman penyemangatmu, yuk beraktivitas!",moga cangkir toraja teman semangat yuk aktivitas
1669,0,"Mrk mo ceritain apapun ttglo... toh mrk sbnrnya buka aib dirinya sendiri yaitu : IRI dan ngga mampu pengen jd kyk lo So, focusing on your path... biarin anjing mengonggong, haters mengonggong",ceritain apa ttglo buka aib iri focusing on your path biarin anjing mengonggong haters mengonggong
1670,4,"Satu hal yg terburuk dalam hidupku adalah, ketika aku tak langsung mengerjakan masalah yang seharusnya aku kerjakan , sering aku lakukan , padahal jam dinding sudah terus berpindah TUNDA TUNDA TUNDA TUNDA, SAMPAI KAU MENUA TUNDA LAPORAN",buruk hidup langsung kerja laku jam dinding pindah tunda tunda tunda tunda tua tunda lapor
1671,4,Pencitraan terbesar kampus itu ketika mau akreditasi. Semua ruangan dirapikan yang dulunya gak ada menjadi ada... yang dulunya ada malah dihilangkan.,citra besar kampus akreditasi ruang rapi dulunya dulunya hilang
1672,4,HIBUR GUE PLIS HIBUR GUE JUSTIN ASTAGA GUE BERHARAP KEMAREN CUMA RUMOR GUE BAHKAN BERHARAP BUKAN HAILEY PEREMPUANNYA walaupun gue tau faktanya mereka udah tunangan,hibur mohon hibur justin astaga harap kemarin rumor harap hailey perempuan fakta tunang
1673,2,"Betapa nikmatnya sate kambing itu karena pembakaran bara api dn bumbu ke cap no satu.. makan secukupnya untuk keringat penghangat badan...Berlebihan bikin darah tinggi,keringat dingin jantungan bisa modar kemudi an",betapa nikmat sate kambing bakar bara api bumbu cap nomor makan keringat hangat badanberlebihan bikin darah tinggikeringat dingin jantung modar kemudi an
1674,4,"Baru ngerasain nih gue bener2 duit di dompet tinggal 4rb doang, di ATM tinggal dikit dan gabisa diambil krna saldo ga cukup. Ternyata gue bener2 miskin yawlaaaa",rasa nih duit dompet tinggal ribu atm tinggal ambil saldo miskin yawlaaaa
1675,4,"Innalilahi wainnailaihi raji'un, semoga seluruh amal ibadah beliau diterimah dan diridloi Allah SWT. Semoga penjeblos ustadz ABB diberi hidayah oleh Allah SWT, atau mendapatkan seluruh ganjaran yg setimpal [URL]",innalilahi wainnailaihi rajiun moga amal ibadah beliau diterimah diridloi allah subhanahu wata ala moga jeblos ustadz abb hidayah allah subhanahu wata ala ganjar timpal url
1676,0,[USERNAME] Kasihan tuh PKS uda ngemis-ngemis sodorin nama-nama cawapres kalau ga di pilih....... Apalagi kalau menit-menit terakhir pilih cawapresnya.......TAMAT CAWAPRES PKS PILIHANNYE....,kasihan tuh pks ngemisngemis sodorin namanama cawapres pilih menitmenit pilih cawapresnyatamat cawapres pks pilihannye
1677,4,"Aku sempet nonton beritanya wkt di thailand. Cuma karena ga ngerti bahasanya jadi aku diem aja nde  baru nyampe bali baru ngeh yang aku tonton berita tentang itu --""",sempet nonton berita thailand ngerti bahasa diam nde bal ngeh tonton berita
1678,0,Dari wajah pak Jokowi apanya sih yg kliatan Cina nya ? Itu polower nya si Botakndut mustopa masih ada yg nuduh p Jokowi turunan cina? *lg stress urusan kantor jd stalking sana sini hihi*,wajah jokowi apa sih cina nya polower nya si botakndut mustopa nuduh p jokowi turun cina stress urus kantor stalking hihi
1679,4,masih ikut dengan mertua rasanya nano nano bgt... nyari rumah buat di kredit juga susah bgt... posisi lagi hamil anak pertama.. kadang bikin emosi naik turun... pengennya mandiri tapi mungkin belum saatnya..,mertua nano nano cari rumah kredit susah posisi hamil anak kadang bikin emosi turun ken mandiri
1680,2,"Berasa baca novel, sejenis novel Dee Lestari, karena informasi sangat riil. Tapi ternyata ini kisah nyata sebuah kasus cacat hukum.",asa baca novel jenis novel dee lestari informasi riil kisah nyata cacat hukum
1681,2,"Kurang lebih 1 tahun kenal dengan mereka dan mengakrabkan diri. Aku beruntung,mereka baik, solehah dan tidak pelit aku suka kalian",kenal akrab beruntungmereka solehah pelit suka
1682,2,Sukses selalu tiada hnti karyamu membuat kemakmuran negeri n met tgs mulia pak menteri n tims barokah selalu,sukses tiada hnti karya makmur negeri n selamat tugas mulia menteri n tims barokah
1683,2,"Baru tau kalo anak sd sekarang ga pake buku tulis kudu disampul coklat. Mereka menggunakan binder file. Keren lah, gue ga perlu repot sampul menyampul belasan buku",anak sd pakai buku tulis kudu sampul cokelat binder file keren repot sampul sampul bas buku
1684,0,"Maling nya ternyata itu2 juga,harusnya KPK berani konfrontasikan Megawati dengan Kwik, tapi komisi pilih kasus tdk akan mau perpanjang kasus ini, mau diratakan apa kpk oleh si banteng merah [URL]",maling nya jugaharusnya kpk berani konfrontasi megawati kwik komisi pilih panjang rata kpk si banteng merah url
1685,2,20180710 #3 09.06 WIB Akhirnya geng sosialita kumpuulllll Breakfast syantiek dari TBS dan Kelapa Gading #Holiday #Breakfast #Syantik #PizzaHut #Juanda #Jakarta #Indonesia #Tuesday,wib geng sosialita kumpuulllll breakfast syantiek tbs kelapa gading holiday breakfast cantik pizzahut juanda jakarta indonesia tuesday
1686,0,"Yang sombong sudah pasti adaa aja balesannya. Karna tuhan gak tidur. Heran sama temen organisasi yang nge(sok) banget. Dibilangin mau dibantu nyari sponsor, katanya GAUSA, uda ada semua. Aku punya link mbak. Ga cuma ngomong doang. Eh dia gak mau.",sombong adaa balesannya tuhan tidur heran teman organisasi ngesok dibilangin bantu cari sponsor gausa taut mbak bicara eh
1687,4,Sedih lihat kondisi rahtawu sekarang kyk gini.... lebih suka kondisi rahtawu yang dulu sepi dan alami... . . #sekitarkudus #infosekitarkudus #kudus #riprahtawu [USERNAME] [URL],sedih lihat kondisi rahtawu suka kondisi rahtawu sepi alami sekitarkudus infosekitarkudus kudus riprahtawu url
1688,0,"Bayar pajak 5 tahunan. nomor antrian tidak dipakai, dipanggil by name. trus apa fungsi di beri nomor antrian [USERNAME] [URL]",bayar pajak tahun nomor antri pakai panggil by nama fungsi nomor antri url
1689,2,Kita semua mengaturkan kesuwun yg se-tinggi2nya kpd pakjokowi n kabinet dgn kinerja yg super bnget utk kemakmuran rakyat,atur kesuwun setinggi pakjokowi n kabinet kerja super makmur rakyat
1690,2,"Alhamdulillah , sekarang kurma bukan hanya bisa di panen di tanah Arab Saudi tetapi juga bisa di panen di Pekanbaru ( Riau )",alhamdulillah kurma panen tanah arab saudi panen pekanbaru riau
1691,4,Krn tidak memenuhi kuota medan cancel ya sayang.. Mohon maav yg sebesar besarnya Tiket mehong klo cm 4 ekor gk cucok Hari ini nia refund DP buat medan ya 4 bagi yg udah DP mohon konfrmasi buat pengembalian dana Sekali lagi [USERNAME] mohon maav yg sebesar besarnya,penuh kuota medan cancel ya sayang mohon maaf besar tiket mehong ekor cocok nia refund dp medan ya dp mohon konfrmasi kembali dana mohon maaf besar
1692,0,Hayolo sekarang siapa yang ngemis2 minta dicariin sponsor. Kemarin kemana aja pas aku lagi baik hati mau bantuin kamuu. Udah mepet acara gini bingung pada nyari2 sponsor. Perusahaanlu sendiri apa yg mau lu mintain tolong.,hayolo ngemis dicariin sponsor kemarin mana pas hati bantuin kamuu mepet acara bingung cari sponsor perusahaanlu minta tolong
1693,4,"Ya Allah udah 2 hari ini lasut. Kemarin bangun jam 10 padahal kerja jam 9. Hari ini ingetnya kereta jam 11, taunya 8.45. Ya Allah ,, semoga aku ga lasut jg hari H",ya allah lasut kemarin bangun jam kerja jam ingetnya kereta jam tahu ya allah moga lasut h
1694,0,"Suka lucu.. sama ""temen"" yg nyindir dengan kata ""udah punya pacar mah lupa sama temen"".. pdhal dia sndri yg ngakunya ""temen"" ngehubungin gua kalo lagi susah doang atau mau minjem duit",suka lucu teman nyindir pacar mah lupa teman ngakunya teman ngehubungin susah pinjam duit
1695,0,"Sudah terjadikah ? Islam ya islam ,tidak usah ditambahi dan dikurangi JANGAN SAMPAI SALAH PILIH GURU ,JIKA IA MASIH MENGHALALKAN MUSIK ,ROKOK DAN RIBA !!!! DAN AKAN TERLIHAT JELAS MANA",jadi islam ya islam tambah rang salah pilih guru halal musik rokok riba
1696,2,"Baru kali ini ngerasa sukarela nyebarin kegiatan yang disukai dan bermanfaat juga. Tanpa diminta nyebarin pun, pasti bakal disebar. Mulai dari sekarang, mari bersepeda! #bersepeda #bandungbersepeda #bandung #bandungnightride #indonesiabersepeda [URL]",kali sukarela nyebarin giat suka manfaat nyebarin sebar mari sepeda sepeda bandungbersepeda bandung bandungnightride indonesiabersepeda url
1697,4,"betah di jogja? tp udah kaya kotamu sekarang bep, macet:( . location: pantai parangtritis #parangtritis #beach #yogyakarta @ Yogyakarta [URL]",betah jogja kaya kota bep macet lokasi pantai parangtritis parangtritis pantai yogyakarta yogyakarta url
1698,0,"Suka heran sama ukhti yang hobi nyindir dan ngurusin hidup orang lain apalagi ngomentarin hidup orang bawa-bawa visi misi bersama, tolong profesyenel dong urusan pribadi sama urusan forum tyda usah dicampur adukkan.",suka heran ukhti hobi nyindir urus hidup orang ngomentarin hidup orang bawabawa visi misi tolong profesyenel urus pribadi urus forum tyda campur aduk
1699,2,"dulu liat video ini di tipi biasa aja. Skrang abis mantengin ni video di yutub, ku merasa ini video klip kocak banget. Lucu energik, gokil, bagus lah. Apa gara2 skrang tdk ada penyanyi solo wanita yg bikin video selucu pinkan? Btw, where is pinkan mambo? [URL]",lihat video tv habis mantengin video yutub ku video klip kocak lucu energik gokil bagus gara nyanyi solo wanita bikin video lucu pin bicara bicara mana is pin mambo url
1700,1,Semoga semakin paham dan semakin takut kepada ALLAAH SWT. Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL],moga paham takut allaah subhanahu wata ala lindung allaah subhanahu wata ala goda setan kutuk url
1701,0,"Duh ini teman kantor udah minta tukar shift dadakan,nelpon udah jam 9 baru nelpon.gue jadi bak bik buk gak jelasss.!masihh ada aja temen yg tololnya di makan semua",duh teman kantor tukar shift dadakannelpon jam nelpongue bak bik buk jelasssmasihh teman tolol makan
1702,4,"Agak cape jg debat dg orang2 yg melihat sgalanya dlm konteks hitam putih. Kenapa bisa berubah pandangan, mis dr kontra jd pro. Apakah hanya soal kepentingan instan. Bisa sj, tp smua keputusan pasti sdh mlewati pengalaman ttt. Ya hrs dipahami dlm konteks pengalaman itu #TGB",capai debat orang sgalanya konteks hitam putih ubah pandang mis kontra pro penting instan putus mlewati alam ttt ya paham konteks alam tgb
1703,4,"Kegiatan tadi pagi bikin aku sama ibu kompak beristigfar ""dek elma bangun, solat subuh dulu"" Memang yah kalau sudah kebiasaan tiba2 hilang kerasa bgt kehilangan nya.",giat pagi bikin kompak istigfar dek elma bangun salat subuh yah biasa hilang hilang nya
1704,4,"[USERNAME] Kenapa baru sekarang, aku memilih diam lalu berlalu. Kesempatan sudah hilang, di tengah ribuan logika yg ku buang demi kesempatan untukmu",pilih diam sempat hilang ribu logika ku buang sempat untuk
1705,0,"KALAU BENAR DAN TERBUKTI.....TANGKAP BIANGNYA, BUBARKAN PARTAINYA......!!!!!",terbuktitangkap biang bubar partai
1706,1,Semoga kalian semakin paham dan semakin takut kepada ALLAAH SWT. Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL],moga paham takut allaah subhanahu wata ala lindung allaah subhanahu wata ala goda setan kutuk url
1707,4,iya bener loh han.. cinta tuh gk harus nikah gitu. Bisa aja kebetulan dia atau km nikahnya malah sama org lain :(,iya loh han cinta tuh nikah nikah orang
1708,0,"[USERNAME] Karena mereka memegang peraturan, yang kebanyakan nasabah tidak mengetahuinya. Kesel sih. Dulu pernah gagal klaim asuransi AXA Mandiri 2x juga gara-gara ada klausul yang menurut saya sedikit aneh.",pegang atur banyak nasabah tahu kesal sih gagal klaim asuransi axa mandiri x garagara klausul aneh
1709,4,"Yaampun aslii deh ga lagi ngopi malem2 -,- alhasil ga bisa tidur sampe jm 4 pagi trus jam /6 udah kebangun lagi dan ga bisa merem lagi sampe sekarang padahal mata berat tapi ga bisa diajak merem jugaaa",yaampun asli deh ngopi malam alhasil tidur jam pagi jam bangun merem mata berat ajak merem jugaaa
1710,0, Gak punya mobil ya naik kend umum.biar jln gk macet.gk ada uang tuk bayar TOL .ya lewat jalan tol ada pilihan !.Geto aja repot!,mobil ya kend umumbiar jalan macetgk uang tuk bayar tol ya jalan tol pilih repot
1711,2,"Ikan lele, gabus, selar, teri basah adalah sumber protein yang baik utk anak. Digoreng, masak kecap, bumbu mangut, dst.... enak! #cegahstunting #beriGIZIcukup #sayanganak",ikan lele gabus selar teri basah sumber protein anak goreng masak kecap bumbu mangut enak cegahstunting berigizicukup sayanganak
1712,0,[USERNAME] [USERNAME] sebenarnya orang itu yang katanya Profesor gak bisa jawab... jadi belagak congkak... sok melempar jawaban ke yang lain untuk jawab...,orang profesor bagak congkak sok lempar
1713,2,"Buat berjuang, butuh sarapan yah, nah ini dia sarapan q, Indomie Goreng Telor Puyuh  Yummy bangets rasanya, Apa sarapan kamu biar kamu makin Bersemangat ngejalanin aktivitas",juang butuh sarap yah sarap indomie goreng telur puyuh yummy bangets sarap biar semangat jalan aktivitas
1714,3,"bukan teman dekat, apalagi sahabat akrab, mereka ini sudah aku anggap saudara perempuanku, kalian yg pertama kali aku lihat saat membuka mata *alay ya ce wkwk* , tempat aku berbagi duka",teman sahabat akrab anggap saudara perempuan kali lihat buka mata alay ya ce wkwk bagi duka
1715,0,"Buat Mbak Erning, saya ini kalau ditelusuri masih saudara anda, dan tolong diingat saya tidak gila dan apa yang saya lakukan di rumah anda saya ingat semua.",mbak erning telusur saudara tolong gila laku rumah
1716,2,"Sungguh [USERNAME] adalah rahmat bagi seluruh umat. Jangan dikotori dengan tindakan fanatik berlebih. Tunjukan bahwa kita adalah pembawa kedamaian di muka bumi. Mie sedapmu adalah untukmu, dan Indomie ku adalah untukku. [URL]",sungguh rahmat umat kotor tindak fanatik lebih tunjuk bawa damai muka bumi mie sedap untuk indomie ku untuk url
1717,2,"Alhamdulillah ya, anak sultan ini sidang. Terharu saya :"") (@ Fakultas Hukum in Depok, Jawa Barat w/ [USERNAME]) ",alhamdulillah ya anak sultan sidang haru fakultas hukum in depok jawa barat
1718,4,Orang pesimis mengeluhkan tentang angin,orang pesimis keluh angin
1719,2,"Kl mudik blk ke sby logistik bahan pangan lengkap, apalagi hbs panen bakal ga beli beras smp bbrp bulan. Alhamdulillah nikmatnya pulang kampung",mudik sby logistik bahan pangan lengkap habis panen beli beras smp alhamdulillah nikmat pulang kampung
1720,0,Greget.......perasaan lama amat....apa emg guenya yg gasabaran..... tpnya geh yah...huhu gabisa sabar...apa emg blm di update sm shoppe..... [USERNAME],gregetperasaan amatapa gue gasabaran tpnya geh yahhuhu sabarapa update shoppe
1721,4,"Langsung mewek baca thread ini, keren maksimal usaha semua orang dalam misi penyelamatan, sampai harus ada yang gugur. [URL]",langsung nang baca thread keren maksimal usaha orang misi selamat gugur url
1722,4,"Aa, maapin neng suka ngomong kasar ma aa",aa maapin neng suka bicara kasar aa
1723,2,"Alhamdulillah akhirnya bisa kumpul, tapi sayang belum semua semoga ad wkt yg bisa mempertemukan kita semua, Aamiin Indramayu Punya",alhamdulillah kumpul sayang moga temu amin indramayu
1724,0,"Sebel aja sih kalau aku punya barang baru entah itu hp, baju, skin care, make up, etc. Terus ada teman yang sentimen tanggapannya. Rasanya pingin jawab ""Emang aku minta sama kamu buat beli ini?!""",kesal sih barang hp baju skin care pakai up lain teman sentimen tanggap beli
1725,0,[USERNAME] .... Kamu yg otak brengsek.... Dasar bodoh..... Di negara2 maju tol menjadi andalan utama..... Tidak ada negara maju yg tanpa tol..... Hanya Negara terkebelakang yg tdk punya tol....negara terkebelakang punya TOLol.... !!!,otak brengsek dasar bodoh negara maju tol andal utama negara maju tol negara belakang tolnegara belakang tolol
1726,2,"udah 2 tahun lebih ini lip palette wardah, awet banget. bahkan kehidupan percintaanku aja ngga pernah ada yg seawet ini",lip palette wardah awet hidup cinta awet
1727,2,"Materi Mr Roger Tol (Belanda) terkait dunia pernaskahan di Indonesia. Wow... Keren banget ya, negara kita ternyata punya 700 bahasa.. Ckckckck. #seminarpanji #sastra [USERNAME] [URL]",materi mr roger tol belanda kait dunia naskah indonesia wow keren ya negara bahasa ckckckck seminarpanji sastra url
1728,2,"Collab [USERNAME] x [USERNAME] ini selalu bikin kagum, mengambil sampah lautan untuk direcycle itu benar2 satu langkah kecil namun besar dalam menyelamatkan kehidupan laut. Apalagi recucle itu diterapkan di pakaian ataupun sepatu.",collab x bikin kagum ambil sampah laut direcycle langkah selamat hidup laut recucle terap pakai sepatu
1729,0,Ancoooree udah dapat no antrian eh salah lagi yg di kasih B seharusnya A macam mana jak pelayanannya nih ? Dari tgl 02 / 10 -07-2018 ngurus surat pindah aja susahnya minta ampun sampai sekarang belum kelar lagi mana no antriannya udh habis lagi tolong dengarkan keluhan kami !!! [URL],ancoooree nomor antri eh salah kasih bb a jak layan nih tanggal urus surat pindah susah ampun selesai nomor antri habis tolong dengar keluh url
1730,4,"Wah pagi ini sangat faedah. Udah gaboleh sering ngeluh sendiri kalau ada perihal apapun mengenai perjalanan kereta:""3 sebegitunya mereka kerja keras, sedih akutuh",pagi faedah keluh perihal apa jalan kereta begitu kerja keras sedih akutuh
1731,0,Tolong pak gub n wagub [USERNAME] [USERNAME] jangan malu2in umatnya!!!,tolong gub n wakil gubernur maluin umat
1732,0,"[USERNAME] [USERNAME] [USERNAME] .....Kemudian kenapa jalan tol....?? Karna banyak swasta berinvestasi dijalan tol, jadi pemerintah bisa hemat dana....Jangan terlalu picik otaknya..... Rakyat tdk terlalu permasalakan tol berbayar, yg diinginkan r",jalan tol swasta investasi jalan tol perintah hemat danajangan picik otak rakyat masala tol bayar r
1733,4,"Aku tidak meminta kau hadir dlm hdpku, tapi tuhan mempertemukan aku dan kamu. Aku tdk berharap lebih darimu, kau memberi harapan dlm hdpku hingga aku bs menerimamu. Tapi saat ini kau meninggalkan aku seorang diri tanpamu.",hadir hdpku tuhan temu harap dari harap hdpku terima tinggal tanpa
1734,2,Senyum itu bisa menyenangkan hati lho... Makanya kudu senyum meski lokasi potonya ngampung di hotel Dafam Lotus Jember..,senyum senang hati lho kudu senyum lokasi potonya ngampung hotel dafam lotus jember
1735,0,"Woy... Lu ikuti imbauan agar jgn panggil kami, Jokower dgn sebutan ""cebong"", nurut dong Ok. Tapi kalo panggil cebong di kolam dgn sebutan #AnakKodok dilarang gak? Gak lah, cebong asli gak bakal kesinggung Baiklah klo gitu, Dok Nah gitu dong! Eh, Dok apa? Kampret lu!",woy ikut imbau panggil jokower sebut cebong nurut oke panggil cebong kolam sebut anakkodok larang cebong asli singgung baik dok eh dok kampret
1736,3,1thn aku memang jauh dari mereka Tapi aku tahu bahwa Doa mereka slalu bersamakuu Cinta mereka yang membuatku bertahan di tanah yang jauh dan asing..,doa bersamakuu cinta buat tahan tanah asing
1737,4,"Ada aja ya Yutuber, kesannya review barang, tp kl dia ndak suka sama barang itu ya jadinya jelekin wkwk Tp selalu bilang ""tidak jelekin, pendapat pribadi aja"" Sambil terus ngulang ""silahkan kalo mau beli, saya sih enggak, mending dibelikan (apalah yg kesannya lbh berfaedah)""",ya yutuber kesan tinjau barang suka barang ya jelekin wkwk bilang jelekin dapat pribadi ulang silah beli sih mending beli apa kesan faedah
1738,2,"Gara gara lihat papa, om dan sepupunya tiap akhir pekan nobar bola, Nayla jadi suka bola juga, sedikiiiit tambah semangat pas nonton lagunya [USERNAME] ( [URL] pakai [USERNAME] #JADIBISA #RameinBola bareng mereka [URL]",gara gara lihat papa om sepupu pekan nobar bola nayla suka bola sedikiiiit semangat pas nonton lagu url pakai jadibisa rameinbola bareng url
1739,2,"[USERNAME] Pagi juga mas nyaa, duhh jadi gaenak dapet ucapan met pagi dari netijen twitter. Wkwk btw dari kejauhan brp km nih? Alias darimana kota tempat tinggalmu? Wkwk",pagi mas nyaa duhh enak ucap selamat pagi netijen twitter wkwk bicara bicara jauh nih alias darimana kota tinggal wkwk
1740,0,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] .... Betul..... Dulu juga jalan tol makassar yg ke bandara kosong hanya dalam tempo 5 tahun sdh padat penuh kendaraan.... Alangkah bodohnya orang yg satu ini [USERNAME] ....kok bisanya,jalan tol makassar bandara kosong tempo padat penuh kendara alangkah bodoh orang bisa
1741,2,"serial komedi taun 2013, cuma 1 season. ceritanya mba2 yg masih muda nikah sama duda 3 anak, kadang malah dua mantan istrinya juga ngumpul di rumah. receh bgt asli",serial komedi season cerita mbak muda nikah duda anak kadang mantan istri ngumpul rumah receh asli
1742,4,Akhirnya baru ngerasain disaat banyak orang yang sedang jalan di instagram story dan disini gue hanya diam merenungi semester pendek aja wkwk,rasa saat orang jalan instagram story diam renung semester pendek wkwk
1743,3,"Ketika kamu beranjak remaja. Kamh mulai menuntut pada papa untuk dapat izin keluar malan, dan papa bersikap tegas dan mengatakan, ""tidak boleh!"" Tahukah kamu bahwa papa melakukan itu untuk menjagamu? Karena bagi papa, kamu adalah sesuatu yang sangat-sangat luar biasa berharga.",anjak remaja kamh tuntut papa izin malan papa sikap tahu papa jaga papa sangatsangat harga
1744,4,"Sadarkah kamu kalau hati papa merasa cemburu? Saat kamu mulai lebih dipercaya, dan papa melonggarkan sedikit peraturan untuk keluar rumah, kamu akan memaksa untum melanggar jam malamnya.",sadar hati papa cemburu percaya papa longgar atur rumah paksa untum langgar jam malam
1745,3,"Setelah lulus SMA papa akan sedikit memaksamh untuk menjadi dokter atau insinyur. Ketahuilah, bahwa seluruh paksaan yang dilakukan papa itu semata mata hanya karena memikirkan masa depanmu nanti. Tapi toh papa akan tersenyum dan mendukung saat pilihanmu tdk sesuai dgn papa.",lulus sma papa memaksamh dokter insinyur tahu paksa papa mata pikir depan papa senyum dukung pilih sesuai papa
1746,3,"Ya allah tugasku telah selesai dengan baik, putri kecilku yang lucu dan kucintai telah menjadi wanita cantik.. bahagiakanlah ia bersama suaminya...",ya allah tugas selesai putri kecil lucu cinta wanita cantik bahagia suami
1747,2,"Menyumbangkan Suara Untuk Lagu hellomellopoppunk , klo mas anang sih yes  #hellomellopoppunk #hellomello #poppunk #subang #recording @ Masterplan Recording Chamber [URL]",sumbang suara lagu hellomellopoppunk mas anang sih ya hellomellopoppunk hellomello poppunk subang recording masterplan recording chamber url
1748,2,"Udah mandi mas, sampe berendem malah biar wangi ga ilang sampe sore :D",mandi mas berendem biar wangi hilang sore d
1749,3,"Bulan purnama jika ada pasangan yang saling membenci dan atau saling mencintai pada saat bulan purnama bersinar dan mereka di bawahnya, maka mereka akan menjadi pasangan sejati yang akan menjadi pasangan paling tersohor sealam jagad raya",purnama pasang benci cinta purnama sinar bawah pasang sejati pasang sohor alam jagad raya
1750,2,Bukber 2015 6 bhe ex Soko.. kapan gini lagi? See you on top guys.. . . . . . . . . . . #bukber #reuni #sokonandi @ SD Muhammadiyah Sokonandi [URL],bukber bhe contoh soko see on top guys bukber reuni sokonandi sd muhammadiyah sokonandi url
1751,2,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF #ReturnOfTheLittlePrince #HappyHeeChulDay,bahagia bias foto elf returnofthelittleprince happyheechulday
1752,0,Ada politisi oposan Jokowi mengatakan bahwa pembangunan jalan2 tol merupakan hasil dari otak kosong. Dia lupa bahwa jutaan pemudik lebaran yang menikmati mudik lebih cepat berterima kasih kepada Jokowi dan merupakan calon potensial pemilih Jokowi 2019. Apakah dia tidak berfikir?,politis oposan jokowi bangun jalan tol hasil otak kosong lupa juta mudik lebaran nikmat mudik cepat terima kasih jokowi calon potensial pilih jokowi berfikir
